aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
***,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,MONOMOTOR,1,1993,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,JANAÚBA,JANAÚBA,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,CHINCUL SACAIFI,PA-25-260,PISTÃO,MONOMOTOR,1,1992,BRASIL,BRASIL,AVIÃO,PARTICULAR,PISTA DE POUSO EVENTUAL,PISTA DE POUSO EVENTUAL,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,11,2006,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,CAMPO DE MARTE,ANGRA DOS REIS,TÁXI,TÁXI AÉREO,NENHUM,0
***,AVIÃO,BOEING COMPANY,727-2M7,JATO,TRIMOTOR,7,1978,BRASIL,BRASIL,AVIÃO,REGULAR,SALGADO FILHO,GOVERNADOR ANDRÉ FRANCO MONTORO,SUBIDA,REGULAR,NENHUM,0
***,AVIÃO,EMBRAER,C95M,TURBOÉLICE,BIMOTOR,0,0,BRASIL,BRASIL,AVIÃO,***,BASE AÉREA DE SANTA CRUZ,PRESIDENTE JUSCELINO KUBITSCHEK,CORRIDA APÓS POUSO,ESPECIALIZADA,NENHUM,0
***,AVIÃO,BOEING COMPANY,737-8EH,JATO,BIMOTOR,197,2007,BRASIL,BRASIL,AVIÃO,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,MARECHAL CUNHA MACHADO,DECOLAGEM,REGULAR,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,BIMOTOR,166,2006,BRASIL,BRASIL,AVIÃO,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,PINTO MARTINS,SUBIDA,REGULAR,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,150M,PISTÃO,MONOMOTOR,2,1974,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CAMPO GRANDE,CAMPO GRANDE,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1992,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,AEROCLUBE DE ELDORADO DO SUL,AEROCLUBE DE ELDORADO DO SUL,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
PARTICULAR,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,MONOMOTOR,1,2012,BRASIL,BRASIL,AVIÃO,PARTICULAR,FAZENDA CENTÚRIA VITÓRIA,FAZENDA CENTÚRIA VITÓRIA,CORRIDA APÓS POUSO,AGRÍCOLA,LEVE,0
TÁXI AÉREO,AVIÃO,TWIN COMMANDER,500-S,PISTÃO,BIMOTOR,7,1971,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,SALGADO FILHO,SANTO ÂNGELO,SUBIDA,TÁXI AÉREO,NENHUM,0
***,AVIÃO,PIPER AIRCRAFT,PA-32-301FT,PISTÃO,MONOMOTOR,6,2005,BRASIL,BRASIL,AVIÃO,PARTICULAR,FAZENDA RIO NEGRO,FAZENDA RIO NEGRO,POUSO,PRIVADA,SUBSTANCIAL,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,BIMOTOR,6,2006,BRASIL,BRASIL,AVIÃO,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,OPERAÇÃO DE SOLO,PRIVADA,LEVE,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,BIMOTOR,6,1991,BRASIL,BRASIL,AVIÃO,PARTICULAR,BRIGADEIRO LYSIAS RODRIGUES,CLUBE VOART,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
***,HELICÓPTERO,BELL HELICOPTER,407,TURBOEIXO,MONOMOTOR,7,1999,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,CAMPO GRANDE,SÍLVIO NAME JÚNIOR,CRUZEIRO,POLICIAL,SUBSTANCIAL,0
***,***,***,***,***,SEM TRAÇÃO,0,0,BRASIL,BRASIL,***,ESPECIALIZADA,PISTA DE POUSO  NÃO HOMOLOGADA,PISTA DE POUSO  NÃO HOMOLOGADA,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,0
***,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,MONOMOTOR,1,1977,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,QUIRINÓPOLIS,PISTA DE POUSO EVENTUAL,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,JATO,BIMOTOR,113,2009,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,MINISTRO VICTOR KONDER,DESCIDA,REGULAR,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,310Q,PISTÃO,BIMOTOR,6,1973,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,PISTA DE POUSO  NÃO HOMOLOGADA,RONDONÓPOLIS,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,560XL,JATO,BIMOTOR,11,2005,BRASIL,BRASIL,AVIÃO,PARTICULAR,CONGONHAS,EURICO DE AGUIAR SALLES,TÁXI,PRIVADA,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2008,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,EURICO DE AGUIAR SALLES,EURICO DE AGUIAR SALLES,ESTACIONAMENTO,TÁXI AÉREO,***,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,206H,PISTÃO,MONOMOTOR,6,1999,BRASIL,BRASIL,AVIÃO,PARTICULAR,FAZENDA NOVO HORIZONTE,ESTÂNCIA SANTA MARIA,TÁXI,PRIVADA,LEVE,0
INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PISTÃO,BIMOTOR,7,1978,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,POUSO,INSTRUÇÃO,LEVE,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,MONOMOTOR,1,1975,BRASIL,BRASIL,AVIÃO,PARTICULAR,QUIRINÓPOLIS,FORA DE AERODROMO,DECOLAGEM,PRIVADA,LEVE,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,210M,PISTÃO,MONOMOTOR,6,1977,BRASIL,BRASIL,AVIÃO,PARTICULAR,GOVERNADOR JOSÉ RICHA,SANTA GENOVEVA/GOIÂNIA,SUBIDA,PRIVADA,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,MONOMOTOR,6,1974,BRASIL,BRASIL,AVIÃO,PARTICULAR,ATLAS BRASIL CANTANHEDE,MATURACÁ,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,MONOMOTOR,1,1991,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,SANTO ANTÔNIO DE LEVERGER,TANGARÁ DA SERRA,CRUZEIRO,PRIVADA,LEVE,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,MONOMOTOR,2,1979,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,POUSO,INSTRUÇÃO,NENHUM,0
INSTRUÇÃO,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,6,1978,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,14 BIS,14 BIS,PARTIDA DO MOTOR,INSTRUÇÃO,LEVE,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,PISTÃO,MONOMOTOR,1,1975,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FAZENDA DENUSA DESTILARIA NOVA UNIÃO,FAZENDA DENUSA DESTILARIA NOVA UNIÃO,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,0
AGRÍCOLA,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,MONOMOTOR,1,1976,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,PISTA DE POUSO  NÃO HOMOLOGADA,PISTA DE POUSO  NÃO HOMOLOGADA,DECOLAGEM,AGRÍCOLA,LEVE,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,MONOMOTOR,2,1980,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,14 BIS,14 BIS,SUBIDA,INSTRUÇÃO,LEVE,0
***,***,***,***,***,SEM TRAÇÃO,0,0,BRASIL,BRASIL,***,EXPERIMENTAL,FORA DE AERODROMO,ITACOATIARA,ARREMETIDA NO AR,PRIVADA,SUBSTANCIAL,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,BIMOTOR,7,2003,BRASIL,BRASIL,AVIÃO,PARTICULAR,BRIGADEIRO LYSIAS RODRIGUES,ASSOCIAÇÃO TOCANTINENSE DE AVIAÇÃO,POUSO,PRIVADA,LEVE,0
***,ULTRALEVE,***,STORM 300 BRG,PISTÃO,MONOMOTOR,2,2003,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,PRIMAVERA DO LESTE,PRIMAVERA,DECOLAGEM,EXPERIMENTAL,DESTRUÍDA,2
***,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,MONOMOTOR,4,2007,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,TÁXI,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2012,BRASIL,BRASIL,AVIÃO,REGULAR,CACOAL,MARECHAL RONDON,TÁXI,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,DIAMOND AIRCRAFT,DA 62,TURBOÉLICE,BIMOTOR,0,2017,BRASIL,BRASIL,AVIÃO,PARTICULAR,CAROLINA DE ASSIS REPETTO,FRANCISCO DE ASSIS,DECOLAGEM,PRIVADA,LEVE,0
PARTICULAR,***,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,***,***,NULL,NULL,BRASIL,BRASIL,***,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,FORA DE AERODROMO,DECOLAGEM,***,NENHUM,0
EXPERIMENTAL,AVIÃO,***,ZODIAC CH-640,PISTÃO,MONOMOTOR,2,2009,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,DECOLAGEM,EXPERIMENTAL,NENHUM,0
***,ULTRALEVE,***,ANJOFAR,PISTÃO,MONOMOTOR,2,2003,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,11,2003,BRASIL,BRASIL,AVIÃO,PARTICULAR,CARAJÁS,OURILÂNDIA DO NORTE,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,MONOMOTOR,1,1975,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,LEVE,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2013,BRASIL,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,MARECHAL CUNHA MACHADO,CRUZEIRO,REGULAR,NENHUM,0
***,AVIÃO,EMBRAER,EMB-203,PISTÃO,MONOMOTOR,1,2017,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,DESTRUÍDA,0
***,HELICÓPTERO,PZL-SWIDNIK,PZL-SW4,TURBOEIXO,MONOMOTOR,5,2011,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,LAURO ANTÔNIO DA COSTA,COSTA ESMERALDA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,MONOMOTOR,4,2008,BRASIL,BRASIL,HELICÓPTERO,MÚLTIPLA,AEROPORTO ESTADUAL DE JUNDIAÍ,FORA DE AERODROMO,RETA FINAL,TÁXI AÉREO,DESTRUÍDA,0
EXPERIMENTAL,***,***,***,***,SEM TRAÇÃO,0,0,BRASIL,BRASIL,***,EXPERIMENTAL,EMBRAER - UNIDADE GAVIÃO PEIXOTO,EMBRAER - UNIDADE GAVIÃO PEIXOTO,INDETERMINADA,EXPERIMENTAL,SUBSTANCIAL,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,MONOMOTOR,2,2004,BRASIL,BRASIL,HELICÓPTERO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,SUBSTANCIAL,0
TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-42,TURBOÉLICE,BIMOTOR,11,1981,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,BRIGADEIRO LYSIAS RODRIGUES,MINISTRO NELSON HUNGRIA,SUBIDA,TÁXI AÉREO,LEVE,0
***,AVIÃO,PIPER AIRCRAFT,PA-36-375,TURBOÉLICE,***,NULL,1981,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FILIAL CAMPO FLORIDO,FILIAL CAMPO FLORIDO,VOO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0
INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,MONOMOTOR,2,1959,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CARLOS PRATES,CARLOS PRATES,POUSO,INSTRUÇÃO,LEVE,0
***,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,MONOMOTOR,5,1980,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,RECREIO,CABO FRIO,CRUZEIRO,PRIVADA,SUBSTANCIAL,1
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,MONOMOTOR,1,1987,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A321-231,TURBOEIXO,BIMOTOR,231,0,BRASIL,BRASIL,AVIÃO,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,PRESIDENTE JUSCELINO KUBITSCHEK,DECOLAGEM,REGULAR,LEVE,0
ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,MONOMOTOR,6,1999,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,ASSOCIAÇÃO RECREATIVA FAZENDA BONANZA,SOROCABA,APROXIMAÇÃO FINAL,POLICIAL,NENHUM,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,11,2006,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,CAMPO DE MARTE,CAMPO DE MARTE,TÁXI,TÁXI AÉREO,NENHUM,0
***,***,***,150L,***,SEM TRAÇÃO,NULL,NULL,BRASIL,BRASIL,***,PARTICULAR,ASSOCIAÇÃO RECREATIVA FAZENDA BONANZA,ASSOCIAÇÃO RECREATIVA FAZENDA BONANZA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,MONOMOTOR,2,1978,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,TÁXI,INSTRUÇÃO,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,MONOMOTOR,6,1982,BRASIL,BRASIL,AVIÃO,PARTICULAR,ITAITUBA,FLORES,CRUZEIRO,PRIVADA,DESTRUÍDA,2
***,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,MONOMOTOR,1,2010,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,PISTA DE POUSO EVENTUAL,PISTA DE POUSO EVENTUAL,MANOBRA,AGRÍCOLA,LEVE,0
EXPERIMENTAL,AVIÃO,RODRIGO DE QUEIROZ R. COSTA,RV-10,PISTÃO,MONOMOTOR,4,2010,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,CARATINGA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DECOLAGEM,EXPERIMENTAL,LEVE,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-32-301FT,PISTÃO,MONOMOTOR,NULL,NULL,BRASIL,BRASIL,AVIÃO,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,POUSO,PRIVADA,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,MONOMOTOR,4,1972,BRASIL,BRASIL,AVIÃO,PARTICULAR,MUNDICO COELHO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
PARTICULAR,AVIÃO,EMBRAER,EMB-810D,PISTÃO,BIMOTOR,6,1986,BRASIL,BRASIL,AVIÃO,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1988,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,TÁXI,INSTRUÇÃO,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,560XL,JATO,BIMOTOR,11,2000,BRASIL,BRASIL,AVIÃO,PARTICULAR,FRANCISCO DE ASSIS,VAL DE CANS / JÚLIO CEZAR RIBEIRO,DECOLAGEM,PRIVADA,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,11,1995,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,EDUARDO GOMES,FLORES,APROXIMAÇÃO FINAL,TÁXI AÉREO,DESTRUÍDA,0
ADMINISTRAÇÃO DIRETA,HELICÓPTERO,EUROCOPTER FRANCE,EC 120 B,TURBOEIXO,MONOMOTOR,5,2001,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,REGIONAL HUGO CANTERGIANI,SALGADO FILHO,CRUZEIRO,POLICIAL,NENHUM,0
***,TRIKE,***,***,PISTÃO,MONOMOTOR,0,0,BRASIL,BRASIL,TRIKE,***,FORA DE AERODROMO,FORA DE AERODROMO,***,***,SUBSTANCIAL,1
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,MONOMOTOR,6,2007,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,GURUPI,POUSO,PRIVADA,LEVE,0
ADMINISTRAÇÃO DIRETA,HELICÓPTERO,EUROCOPTER FRANCE,EC 130 B4,TURBOEIXO,MONOMOTOR,7,2010,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,BACACHERI,POUSO,POLICIAL,LEVE,0
***,ULTRALEVE,***,PATRIOT,PISTÃO,MONOMOTOR,2,2009,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,AERÓDROMO NACIONAL DE AVIAÇÃO,ITUVERAVA,CRUZEIRO,EXPERIMENTAL,SUBSTANCIAL,0
***,AVIÃO,EMBRAER,EMB-202A,PISTÃO,MONOMOTOR,1,2011,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,PISTA DE POUSO EVENTUAL,PISTA DE POUSO EVENTUAL,CRUZEIRO,AGRÍCOLA,LEVE,0
***,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,PELICAN 500BR,PISTÃO,MONOMOTOR,2,2006,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,TATUÍ,TATUÍ,DECOLAGEM,EXPERIMENTAL,SUBSTANCIAL,0
***,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,MONOMOTOR,6,2010,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,CAMPO DE MARTE,DESCIDA DE EMERGÊNCIA,POLICIAL,NENHUM,0
***,AVIÃO,RAYTHEON AIRCRAFT,C90A,TURBOÉLICE,BIMOTOR,8,2004,BRASIL,BRASIL,AVIÃO,PARTICULAR,PRIMAVERA DO LESTE,DERSO PORTILHO VIEIRA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,PISTÃO,MONOMOTOR,6,1982,BRASIL,BRASIL,AVIÃO,PARTICULAR,CORONEL ALEXANDRE RAPOSO,PREFEITO DOUTOR JOÃO SILVA FILHO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
PARTICULAR,AVIÃO,EMBRAER,EMB-121A1,TURBOÉLICE,BIMOTOR,8,1980,BRASIL,BRASIL,AVIÃO,PARTICULAR,FRANK MILOYE MILENKOVICH,REDENÇÃO,DECOLAGEM,NÃO REGULAR,NENHUM,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,MONOMOTOR,1,1977,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,150M,PISTÃO,MONOMOTOR,2,1975,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CHAFEI AMSEI (SBBT*),CHAFEI AMSEI (SBBT*),CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182T,PISTÃO,MONOMOTOR,NULL,NULL,BRASIL,BRASIL,AVIÃO,PARTICULAR,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,ARREMETIDA NO AR,PRIVADA,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2003,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,SÃO TOMÉ,SÃO TOMÉ,CRUZEIRO,PRIVADA,NENHUM,0
INSTRUÇÃO,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,PISTÃO,MONOMOTOR,2,2011,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,CAMPO DE MARTE,TÁXI,INSTRUÇÃO,LEVE,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-132,JATO,BIMOTOR,154,2004,CHILE,CHILE,AVIÃO,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,JORGE CHÁVEZ INTERNATIONAL AIRPORT,CRUZEIRO,REGULAR,NENHUM,0
***,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,BIMOTOR,6,1981,BRASIL,BRASIL,AVIÃO,PARTICULAR,PROFESSOR ERIBERTO MANOEL REINO,COMANDANTE MUNIR DJABAK,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,BIMOTOR,5,1973,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,APROXIMAÇÃO FINAL,INSTRUÇÃO,NENHUM,0
PARTICULAR,AVIÃO,BEECH AIRCRAFT,C90A,TURBOÉLICE,BIMOTOR,8,1996,BRASIL,BRASIL,AVIÃO,PARTICULAR,HOTEL TRANSAMÉRICA,CAMPO DE MARTE,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,JATO,BIMOTOR,172,2015,BRASIL,BRASIL,AVIÃO,REGULAR,CATARATAS,GOVERNADOR ANDRÉ FRANCO MONTORO,SUBIDA,REGULAR,LEVE,0
MÚLTIPLA,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,MONOMOTOR,7,2009,BRASIL,BRASIL,HELICÓPTERO,MÚLTIPLA,IATE CLUBE DE SANTOS - ANGRA DOS REIS,JACAREPAGUÁ,APROXIMAÇÃO FINAL,TÁXI AÉREO,LEVE,0
PARTICULAR,***,***,***,***,SEM TRAÇÃO,0,0,BRASIL,BRASIL,***,PARTICULAR,REDENÇÃO,REDENÇÃO,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,0
***,HELICÓPTERO,AGUSTA,A109S,TURBOEIXO,BIMOTOR,8,2010,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,HELICENTRO BH,CONGONHAS,CRUZEIRO,PRIVADA,DESTRUÍDA,2
***,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,BIMOTOR,6,2004,BRASIL,BRASIL,AVIÃO,PARTICULAR,COXIM,FAZENDA CÓRREGO AZUL,TÁXI,PRIVADA,SUBSTANCIAL,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,JATO,BIMOTOR,172,2012,BRASIL,BRASIL,AVIÃO,REGULAR,SERAFIN ENOSS BERTASO,HERCÍLIO LUZ,DESCIDA,REGULAR,NENHUM,0
INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,BIMOTOR,5,1973,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CAMPO DE MARTE,LEITE LOPES,CRUZEIRO,INSTRUÇÃO,LEVE,0
INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-28-161,PISTÃO,MONOMOTOR,4,1999,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,TORRES,TORRES,TÁXI,INSTRUÇÃO,NENHUM,0
***,ULTRALEVE,HOTEL CHAMA LTDA ME,CONQUEST 180,PISTÃO,MONOMOTOR,2,2011,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FAZENDA SERRA GRANDE,FAZENDA SERRA GRANDE,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,0
